GEOID,B25034_001M,B25034_010M,B25034_009M,B25034_008M,B25034_007M,B25034_006M,B25034_005M,B25034_004M,B25034_003M,B25034_002M,B25024_001M,B25024_002M,B25024_003M,B25024_004M,B25024_005M,B25024_006M,B25024_007M,B25024_008M,B25024_009M,B03002_001M,B03002_003M,B03002_004M,B03002_012M,B03002_006M,B11001_001M,B11001_003M,B11001_004M,B11001_009M,B11001_008M,B25004_001M,B25004_006M,B25075_001M,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M,C17002_001M,C17002_002M,C17002_003M,C17002_004M,C17002_005M,C17002_006M,C17002_007M,C17002_008M,B25038_001M,B25038_003M,B25038_004M,B25038_005M,B25038_006M,B25038_007M,B25038_008M,B25038_010M,B25038_011M,B25038_012M,B25038_013M,B25038_014M,B25038_015M
g361031114022,87,34,19,63,71,33,93,20,11,11,87,86,11,19,11,11,11,11,11,407,424,11,112,67,89,89,22,20,60,15,11,88,11,11,11,11,11,11,11,11,20,11,11,11,11,11,93,11,11,11,11,73,66,19,11,11,407,11,40,11,28,45,11,410,89,16,53,113,29,37,38,11,11,19,11,11,11
g361031114023,93,31,11,55,46,70,11,10,11,11,93,93,11,11,11,11,11,11,11,304,212,11,164,63,93,95,28,18,26,11,11,93,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,11,50,82,54,11,11,304,22,13,51,11,30,11,299,93,22,60,48,71,17,31,11,11,11,11,11,11
g361031114024,82,8,57,80,37,18,15,29,11,11,82,85,11,56,11,11,11,11,11,251,231,11,47,89,84,66,49,11,65,54,11,66,11,11,11,11,11,14,13,11,11,11,11,11,11,11,11,11,17,11,42,56,41,11,11,11,251,9,124,18,11,11,11,236,84,25,43,33,53,27,21,39,55,10,11,11,11
g361031115031,63,11,26,49,58,20,15,11,11,11,63,63,11,11,11,11,11,11,11,198,177,88,24,35,63,62,38,24,19,11,11,63,9,11,11,11,11,11,11,12,11,11,11,11,10,11,11,11,13,11,11,29,54,49,16,11,198,28,21,11,86,11,11,195,63,11,44,60,15,17,26,11,11,11,11,11,11
g361031115032,82,11,11,99,83,69,25,25,22,11,82,80,20,11,11,11,11,11,11,615,339,620,173,37,91,99,70,25,55,46,11,83,18,11,11,11,11,11,11,11,14,11,19,11,11,11,11,11,11,24,12,67,72,56,11,11,612,53,569,52,11,101,25,347,91,51,67,88,28,33,26,69,50,11,11,11,11
g361031115033,71,39,11,64,48,38,71,53,48,11,71,67,35,42,30,47,82,18,22,254,225,13,34,46,80,67,30,11,73,61,11,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,36,36,29,50,254,19,31,39,79,87,19,272,80,43,36,32,27,19,26,82,65,26,11,11,11
g361031115041,22,46,18,24,47,31,22,35,28,11,22,45,33,35,11,11,11,13,11,106,123,56,47,138,22,46,43,18,28,11,11,40,11,11,11,11,11,11,27,11,11,11,13,11,11,11,11,11,11,11,6,33,47,42,43,19,106,12,55,2,48,108,31,134,22,30,46,60,40,26,12,21,16,10,11,11,11
g361031115051,96,53,48,64,102,43,11,11,25,11,96,100,26,22,11,11,11,11,11,436,363,250,203,42,97,97,56,12,58,11,11,95,11,11,11,11,11,11,11,11,44,11,11,11,9,11,11,11,11,11,27,72,63,78,49,11,347,72,20,11,28,43,11,314,97,35,91,61,62,31,63,15,43,11,11,11,11
g361031115052,81,14,11,57,52,56,11,11,11,11,81,82,25,39,11,11,11,11,11,327,137,249,137,59,80,57,53,39,51,32,11,75,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,23,32,70,25,44,11,11,327,16,15,58,25,103,180,272,80,24,74,35,15,45,24,11,43,11,11,15,11
g361031115053,83,11,62,57,38,55,28,11,11,11,83,83,11,11,11,11,11,11,11,309,98,125,328,77,85,61,76,12,30,15,11,88,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,19,86,41,11,11,11,309,17,25,14,11,33,11,313,85,11,97,20,11,11,33,17,20,11,11,11,11
g361031115054,115,42,22,69,71,25,69,52,11,11,115,124,28,60,11,11,11,11,11,579,207,352,471,53,122,104,74,21,59,41,11,118,63,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,23,66,78,58,11,11,579,11,216,255,11,11,155,502,122,11,111,51,46,29,38,44,44,11,11,11,11
g361031115061,74,43,37,65,67,46,67,44,26,8,74,74,11,11,11,11,11,11,11,250,232,22,66,142,74,78,12,27,74,11,11,80,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,16,51,86,51,30,254,23,46,14,39,15,11,253,74,53,76,84,33,30,19,8,40,11,11,11,11
g361031115062,82,52,36,47,70,34,27,25,21,58,82,89,54,17,11,11,33,11,28,412,168,260,219,126,82,63,83,17,52,11,11,91,25,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,41,54,74,39,12,11,11,412,43,41,11,288,71,11,411,82,65,45,49,51,36,22,55,17,40,11,11,11
g361031116011,91,48,44,82,50,49,16,11,11,11,91,82,11,41,11,11,11,11,11,318,261,82,161,25,88,96,35,34,63,37,11,78,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,49,56,71,22,11,11,304,44,14,11,98,31,14,296,88,42,67,36,30,42,43,46,35,50,11,11,11
g361031116012,90,67,47,91,78,67,11,18,11,11,90,86,45,65,10,15,11,11,11,278,289,28,78,29,95,92,69,10,75,51,11,86,18,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,10,91,84,34,20,11,280,46,44,2,14,11,126,309,95,29,72,73,49,47,37,19,58,57,11,11,11
g361031116021,68,59,62,64,42,53,42,11,14,11,68,70,11,22,11,11,11,11,11,253,266,11,53,24,67,71,59,18,56,41,11,76,11,11,11,11,11,11,11,11,11,19,11,11,11,15,11,11,11,20,11,64,67,47,21,11,253,53,11,18,84,16,18,273,67,27,67,74,35,22,42,47,27,16,11,11,11
g361031116022,65,64,35,67,64,32,17,11,11,11,65,69,13,45,11,18,11,11,11,279,264,112,55,11,66,73,64,22,36,39,11,68,11,11,11,11,11,16,11,11,11,20,11,11,11,11,11,13,11,22,11,64,56,59,11,11,280,11,6,18,23,236,43,278,66,21,59,47,30,60,39,11,31,11,11,11,11
g361031117011,99,55,39,42,42,55,28,11,11,11,99,92,11,28,11,43,11,11,11,266,240,26,140,11,99,76,58,11,38,11,11,93,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,89,46,22,11,11,266,11,46,11,28,79,11,256,99,9,12,65,39,62,37,18,40,11,11,11,11
g361031117012,101,81,43,83,53,33,11,11,26,11,101,97,34,11,83,11,11,11,11,351,275,11,195,11,98,97,87,21,56,34,11,96,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,52,33,77,71,52,11,11,351,104,81,270,11,11,11,283,98,11,81,50,33,84,35,11,77,11,11,11,11
g361031117013,93,71,11,26,61,60,16,11,21,11,93,87,11,28,61,11,11,11,11,235,220,11,11,60,93,38,61,11,80,11,11,63,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,34,60,24,16,11,235,11,16,60,11,29,11,240,93,22,33,24,16,61,15,88,23,23,11,11,11
g361031117014,118,60,49,103,76,24,15,11,11,11,118,104,11,48,38,11,71,21,11,278,278,11,93,14,118,81,50,11,107,11,11,104,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,22,51,105,11,11,11,278,11,111,11,12,7,11,285,118,11,90,45,32,57,27,71,60,11,11,11,11
g361031117015,90,55,34,84,45,71,21,21,11,11,90,91,11,32,11,11,11,11,11,355,337,11,122,11,89,88,72,29,32,11,11,92,21,11,11,11,11,11,11,21,29,11,11,11,11,11,11,11,11,28,14,39,94,27,11,11,349,34,24,39,11,11,45,352,89,21,78,64,45,55,60,11,39,11,11,24,11
g361031117031,48,19,11,32,54,32,11,11,17,11,48,45,11,11,11,11,11,11,15,179,179,11,137,70,48,51,18,11,29,11,11,55,17,11,11,11,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,24,29,55,15,11,179,46,73,11,11,11,11,182,48,11,39,50,32,11,31,23,11,11,11,11,11
g361031117032,58,62,46,85,53,42,21,48,11,11,58,75,12,11,11,31,11,40,61,208,210,11,118,68,62,84,58,11,69,32,11,72,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,9,79,72,78,27,14,205,11,92,47,14,173,49,276,62,37,52,62,48,38,76,43,51,11,11,11,11
g361031117041,44,17,11,42,44,43,34,11,20,11,44,48,20,11,11,11,11,11,17,231,244,27,48,22,44,52,28,18,38,11,11,44,11,11,11,11,11,11,20,11,11,11,11,11,11,11,11,11,11,11,11,24,31,57,29,17,231,30,11,11,33,11,28,222,44,31,51,44,20,20,24,11,11,11,11,11,11
g361031117042,49,11,11,54,40,19,12,11,11,11,49,49,11,11,11,11,11,11,11,181,165,11,34,18,49,55,28,20,35,11,11,49,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,51,50,44,14,11,181,11,11,11,11,11,14,182,49,28,41,51,26,29,40,11,11,11,11,11,11
g361031117043,63,18,16,72,19,19,33,25,12,11,63,64,10,12,11,11,11,11,11,214,207,11,77,11,64,69,32,11,35,32,11,65,11,11,11,11,11,16,11,11,11,11,11,11,11,11,14,11,11,10,26,47,63,12,11,12,214,11,25,15,11,16,11,219,64,11,48,58,28,30,20,12,11,11,11,11,16
g361031118011,89,39,13,37,82,11,34,11,11,11,89,89,11,11,11,11,11,11,11,327,298,11,2,139,86,90,39,11,28,42,11,86,11,11,11,11,11,11,22,11,11,11,11,11,11,11,11,11,11,11,11,21,49,85,11,11,327,9,3,2,19,118,11,315,86,34,50,55,50,28,40,11,11,11,11,11,11
g361031118012,135,58,13,45,125,53,17,11,11,11,135,135,11,11,11,11,11,11,11,524,461,11,11,251,127,122,29,17,51,37,11,125,26,11,11,11,11,11,17,11,11,11,11,11,11,11,11,11,11,11,11,92,78,86,11,16,524,11,46,11,156,229,11,479,127,47,111,74,22,29,53,17,11,11,11,11,11
g361031118013,121,13,16,98,71,124,65,11,11,11,121,121,11,11,11,11,11,11,11,476,437,11,71,152,123,127,46,11,45,9,11,132,11,11,11,11,11,11,11,25,11,11,11,11,11,11,11,11,11,11,39,90,102,110,12,11,476,11,11,85,13,89,29,453,123,23,96,87,95,102,59,31,12,11,11,11,11
g361031118014,59,38,37,41,55,15,11,11,11,11,59,60,11,11,11,38,11,11,11,204,194,11,108,11,59,55,30,21,46,11,11,60,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,16,58,51,24,11,22,204,80,11,11,25,37,11,183,59,39,39,39,34,28,38,11,11,11,11,11,38
g361031118021,49,29,50,52,55,16,11,6,34,11,49,50,11,14,11,11,11,11,7,181,184,11,38,7,51,52,33,18,22,29,11,50,14,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,49,53,58,32,16,181,37,32,12,121,129,12,223,51,27,58,48,53,22,32,18,9,11,11,11,11
g361031118022,46,11,11,34,53,18,6,14,11,11,46,48,11,11,11,9,11,11,11,172,175,34,16,32,45,41,30,14,8,39,11,47,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,26,51,10,11,169,35,11,11,11,111,11,152,45,13,28,39,29,14,24,14,9,11,11,11,11
g361031118031,49,17,10,45,51,23,10,11,11,11,49,49,11,11,11,11,11,11,11,207,166,11,165,84,49,63,30,13,34,11,11,51,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,55,45,12,11,207,33,11,11,46,44,70,209,49,14,57,41,40,31,30,16,11,11,11,11,11
g361031118032,43,13,11,38,46,19,11,25,10,11,43,43,11,11,11,11,11,11,11,204,174,142,57,113,43,48,28,11,25,11,11,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,11,20,37,49,13,11,204,11,17,11,27,13,111,209,43,22,36,36,22,28,27,11,26,11,11,11,11
g361031118041,35,20,30,52,51,44,19,21,20,10,35,37,20,11,11,11,11,11,11,152,170,11,39,131,35,40,27,11,36,11,11,46,15,11,11,11,11,11,11,11,11,11,11,10,11,13,11,11,11,15,10,44,57,56,18,16,152,25,25,162,11,56,46,211,35,39,49,45,29,35,33,29,16,7,11,11,11
g361031119001,63,32,39,57,31,52,13,11,11,11,63,63,11,11,11,11,11,11,11,211,199,16,68,29,63,72,16,11,56,11,11,63,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,11,11,22,45,30,59,44,11,209,11,11,11,54,43,11,231,63,34,53,52,40,49,26,18,11,11,11,11,11
g361031119002,75,41,15,87,46,11,13,33,19,11,75,74,43,17,11,11,19,11,11,227,233,11,37,81,82,72,20,15,67,54,11,83,11,11,11,11,11,11,11,17,11,11,11,11,11,11,22,11,11,13,11,52,61,53,43,11,227,22,11,11,11,77,11,230,82,11,77,43,28,45,35,17,11,11,11,11,11
g361031119003,67,15,11,66,38,32,19,53,11,22,67,67,11,11,11,11,11,11,11,163,164,11,19,11,67,57,11,25,69,11,11,54,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,38,44,34,11,163,51,12,11,11,15,11,179,67,35,33,48,19,11,17,72,15,11,14,11,11
g361031119004,72,57,33,57,48,11,19,25,16,11,72,73,16,11,11,11,11,11,11,252,240,11,112,118,74,65,52,11,33,15,15,73,20,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,16,11,32,60,39,23,48,252,41,11,101,11,87,11,250,74,31,53,79,34,29,28,13,11,11,11,11,11
g361031119005,75,19,11,63,29,84,34,17,25,11,75,70,48,11,11,11,11,11,11,347,349,16,64,23,74,81,11,20,50,33,11,75,11,11,11,11,11,11,11,11,11,11,11,11,11,48,16,11,11,11,11,11,21,31,62,42,347,20,11,11,11,47,11,366,74,20,64,49,12,30,21,44,47,11,11,11,11
g361031120011,88,20,33,93,36,44,22,16,11,11,88,88,22,18,11,11,11,11,11,364,251,64,196,96,88,86,82,25,48,11,11,82,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,21,11,71,47,76,21,11,349,31,44,20,152,12,11,295,88,21,85,52,29,47,35,11,37,25,11,11,11
g361031120012,97,60,41,129,90,61,76,26,29,11,97,116,37,83,11,14,11,11,11,366,363,48,99,175,107,99,73,85,87,53,11,100,11,11,11,11,11,11,17,11,14,11,11,11,11,11,11,14,12,51,25,102,86,59,16,11,366,175,36,195,11,44,97,355,107,50,88,56,81,49,55,69,62,11,11,11,16
g361031120021,95,21,51,83,95,17,44,49,13,11,95,86,11,11,11,11,11,11,53,296,300,78,176,46,92,75,40,24,67,56,41,82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,59,77,54,26,296,30,41,47,14,40,11,298,92,34,79,51,24,53,38,77,60,13,11,11,11
g361031120022,57,23,11,59,49,17,24,11,11,14,57,59,11,20,11,11,11,11,11,189,197,63,15,11,57,64,35,15,39,11,11,59,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,42,52,44,19,11,189,18,11,12,11,45,2,190,57,21,42,34,43,44,35,19,15,11,11,11,11
g361031120023,77,34,14,77,73,23,13,21,22,11,77,77,11,11,11,13,11,11,11,218,197,11,161,74,71,71,31,15,43,57,11,75,16,11,11,11,11,11,14,13,11,11,11,11,11,11,11,11,11,16,19,67,49,38,11,11,248,27,14,27,22,28,11,259,71,31,66,36,23,28,41,36,20,11,11,11,11
g361031121021,79,11,27,93,70,58,11,11,43,11,79,79,11,11,11,11,11,11,11,393,354,33,123,196,79,103,37,12,49,11,11,85,11,11,11,11,11,11,11,11,11,11,29,11,11,11,12,11,11,11,11,17,31,70,94,34,393,15,70,28,111,52,24,384,79,34,85,85,66,38,45,31,11,11,11,11,11
g361031121022,78,38,37,17,65,56,29,26,12,11,78,78,11,11,11,11,11,11,11,290,290,48,112,37,77,72,18,11,46,38,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,34,69,67,290,11,67,11,7,78,112,285,77,57,50,66,32,39,12,37,11,11,11,11,11
g361031121031,65,11,18,61,39,11,10,11,11,11,65,65,11,11,11,11,11,11,11,212,206,11,55,11,65,69,26,11,28,11,11,65,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,66,9,11,11,212,11,41,11,57,62,16,217,65,11,56,48,35,13,35,11,11,11,11,11,12
g361031121032,81,11,25,77,83,25,11,15,11,11,81,81,11,11,11,11,11,11,11,310,289,61,98,24,81,81,43,11,46,44,11,81,11,11,11,11,11,11,11,15,22,11,11,11,11,11,11,11,11,11,18,76,71,28,15,15,310,23,95,37,32,11,152,340,81,25,55,75,46,40,45,11,11,11,11,11,11
g361031121033,76,12,11,33,58,51,45,59,69,11,76,82,36,11,11,11,11,11,66,344,306,20,139,32,87,64,51,16,62,55,41,83,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,50,49,37,41,38,11,278,65,21,98,53,14,18,275,87,17,60,62,20,26,31,74,37,11,11,11,11
g361031121041,29,29,36,55,53,40,33,43,56,11,29,52,28,39,11,11,11,11,11,230,249,61,67,166,43,65,32,50,55,31,11,69,11,18,11,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,32,20,66,52,62,221,123,35,24,130,59,41,273,43,32,67,60,29,24,26,11,56,11,11,11,11
g361031122041,52,15,31,65,67,11,11,11,11,11,52,54,11,15,11,11,11,11,11,202,202,11,67,11,52,48,30,9,21,11,11,52,11,11,11,11,11,11,11,20,11,11,11,11,11,11,11,11,11,11,9,35,65,49,15,11,202,89,14,11,17,11,11,214,52,19,47,55,42,40,23,11,11,11,11,11,11
g361031122042,59,14,11,61,53,27,12,11,11,11,59,59,11,21,11,11,11,11,11,264,251,16,96,20,59,52,53,23,52,11,11,60,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,70,44,11,11,264,30,15,11,11,10,11,257,59,11,70,37,31,33,31,47,11,11,11,17,10
g361031122043,61,15,33,65,58,29,11,14,11,11,61,64,19,11,11,11,11,11,11,220,205,11,102,63,61,79,36,19,39,11,11,62,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,69,75,43,11,11,220,34,14,17,11,78,19,226,61,46,71,44,35,25,29,11,14,19,11,11,11
g361031122061,170,31,11,11,78,11,113,169,93,11,170,55,137,55,80,35,117,66,11,492,438,177,244,261,163,118,94,75,148,67,11,123,24,11,11,11,75,11,11,11,11,11,11,31,11,11,11,40,44,17,11,54,66,92,26,11,440,129,175,11,204,84,11,449,163,89,126,62,19,11,11,148,77,44,11,11,11
g361031122062,115,11,11,45,11,59,11,76,100,11,115,100,81,35,26,20,11,11,11,354,352,11,84,11,115,97,69,11,96,11,11,105,11,11,11,11,11,11,11,11,11,11,11,11,11,11,39,11,11,11,11,11,62,77,81,56,354,112,91,11,32,20,11,365,115,49,95,65,11,35,30,11,97,11,11,11,11
g361031122063,140,80,11,47,99,54,114,68,58,11,140,130,57,44,28,34,41,40,24,461,370,55,181,260,140,141,59,11,59,11,11,137,23,11,11,11,11,11,11,11,11,11,11,24,58,11,43,54,11,75,23,32,21,39,76,139,451,111,83,46,50,24,88,433,140,61,125,101,123,33,44,39,24,32,11,11,11
g361031122064,90,11,11,53,47,22,11,85,11,11,90,90,11,11,11,11,11,11,11,211,200,11,11,122,61,48,49,11,23,85,11,61,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,33,55,11,19,211,11,11,11,11,11,11,211,61,38,27,25,23,34,40,11,11,11,11,11,11
g361031122101,101,11,11,29,91,35,11,44,11,11,101,101,11,11,11,11,11,11,11,365,338,77,68,151,101,110,11,11,37,11,11,101,27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,35,54,88,77,365,6,6,7,37,11,11,375,101,11,84,80,45,28,54,11,11,11,11,11,11
g361031122102,91,11,64,46,80,105,58,11,91,11,91,100,46,11,11,39,11,11,11,428,431,59,53,96,99,103,75,64,67,60,11,101,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,71,110,113,54,428,34,27,11,45,190,11,429,99,30,84,75,99,74,36,11,11,30,11,11,11
g361031122103,129,11,88,63,125,37,79,33,17,11,129,118,64,11,40,11,69,11,42,524,394,93,11,364,121,110,79,28,69,64,11,113,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,87,62,93,51,14,524,11,11,11,11,11,72,512,121,11,88,110,66,11,11,52,74,22,11,11,11
g361031122104,134,11,18,23,74,133,57,61,11,11,134,136,28,11,11,11,11,11,11,519,496,59,95,103,136,135,39,32,89,28,11,128,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,28,71,123,39,50,518,75,38,11,15,94,49,518,136,50,70,124,41,57,11,83,11,11,11,11,11
g361031122111,93,14,11,37,84,45,86,11,11,11,93,96,11,11,11,11,11,11,37,409,375,142,174,140,94,85,17,46,21,40,40,88,13,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,10,11,86,65,27,408,20,11,142,260,11,11,398,94,47,80,67,30,32,25,11,60,11,11,11,11
g361031122112,83,11,26,55,81,7,31,23,11,11,83,83,11,11,11,11,11,11,11,323,267,157,135,108,85,94,29,11,37,11,11,85,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,23,11,11,12,32,29,90,24,22,323,50,41,11,28,11,11,333,85,7,62,59,37,25,45,30,11,11,11,11,11
g361031122113,69,11,11,46,62,28,11,11,11,11,69,69,11,11,11,11,11,11,11,259,258,11,24,20,62,57,20,20,36,37,11,61,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,13,11,32,53,48,11,259,34,11,186,11,60,11,208,62,23,51,41,12,28,33,6,11,11,11,11,11
g361031122121,65,23,11,31,48,54,15,7,20,11,65,65,11,11,11,11,11,11,11,216,207,48,11,106,67,62,39,11,18,11,11,67,11,11,11,11,11,18,11,19,11,11,11,11,15,11,11,11,11,11,11,11,11,64,35,28,216,3,78,11,11,130,46,188,67,17,43,28,54,21,41,11,11,11,11,11,11
g361031122122,64,30,31,38,74,61,22,47,16,46,64,64,11,30,11,11,11,11,11,354,320,167,171,229,64,97,39,40,49,11,11,86,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,36,61,64,79,347,47,26,19,11,13,11,370,64,47,69,74,33,41,32,38,35,11,11,11,11
g361031122131,76,21,11,16,61,87,63,21,56,11,76,83,56,11,11,11,11,11,11,310,326,93,226,153,76,72,36,36,27,11,11,68,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,50,80,98,38,309,68,43,63,112,67,49,340,76,33,76,81,37,41,20,20,38,11,11,11,11
g361031122132,67,20,11,45,67,30,12,33,11,11,67,66,41,11,11,11,11,11,11,249,208,167,84,107,66,65,35,11,58,41,11,65,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,60,53,46,19,11,249,54,44,11,11,20,11,252,66,11,42,53,48,37,33,43,11,11,11,11,11
g361031122133,79,45,11,15,63,22,20,52,35,11,79,74,11,43,11,11,11,11,11,294,225,174,10,137,79,75,45,11,48,11,11,79,14,11,11,11,11,21,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,69,52,58,294,48,81,11,12,11,11,295,79,44,67,61,12,33,25,11,11,11,11,11,11
g361031122141,98,11,60,80,72,45,31,11,47,11,98,105,11,13,11,33,11,11,11,547,487,11,91,264,96,94,73,11,20,60,11,93,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,11,11,11,19,98,11,51,547,11,11,11,425,11,11,361,96,26,72,68,26,11,19,36,11,11,11,11,11
g361031122142,115,11,11,42,118,98,71,33,56,11,115,115,11,11,11,11,11,11,11,498,432,579,21,235,115,112,88,18,47,11,11,112,11,11,11,11,11,11,11,11,11,48,11,11,11,11,11,11,11,11,11,11,40,69,97,82,498,87,36,21,21,305,11,406,115,32,109,117,65,57,29,23,11,11,21,11,21
g361031122143,144,11,19,105,37,60,12,59,145,11,144,114,147,63,42,68,55,49,41,439,441,17,27,40,160,144,66,69,114,84,61,156,50,11,33,11,11,11,11,21,11,11,11,11,11,21,11,32,46,20,11,11,46,82,93,115,429,123,63,74,22,28,45,410,160,90,118,24,40,10,27,71,43,11,11,11,11
g361031122144,68,11,11,26,60,47,61,23,25,11,68,68,11,11,11,11,11,11,11,288,259,230,41,146,68,68,11,11,11,11,11,68,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,59,37,21,288,11,11,11,11,11,11,288,68,30,60,67,32,19,17,11,11,11,11,11,11
g361031223001,83,12,78,59,45,25,79,38,30,11,83,80,19,23,11,11,11,34,80,327,241,37,280,98,83,70,32,30,81,11,11,67,11,11,11,11,11,11,11,11,11,11,11,11,19,16,11,11,21,21,18,53,45,45,30,11,304,33,73,18,11,11,43,312,83,30,56,58,24,27,14,52,78,11,11,11,11
g361031223002,84,39,81,101,70,21,23,30,50,11,84,91,17,61,11,11,11,11,18,401,271,77,391,65,84,102,49,48,65,11,11,93,21,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,25,44,88,77,28,15,18,408,13,122,125,69,101,37,480,84,44,85,94,24,31,40,60,59,17,11,11,11
g361031224031,58,11,11,23,66,34,27,8,11,11,58,60,44,16,9,30,7,14,18,270,172,248,66,68,63,61,32,19,61,23,11,68,8,11,11,11,11,11,11,5,5,11,11,11,7,8,16,10,7,7,19,53,55,16,7,11,270,12,7,38,125,35,11,252,63,7,44,35,39,21,31,48,42,7,11,11,11
g361031224032,59,8,9,46,61,22,11,31,24,11,59,61,11,6,20,11,11,11,11,254,55,238,114,7,59,55,48,11,31,40,11,55,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,20,32,27,32,6,20,11,15,254,45,66,36,51,72,16,242,59,21,42,30,29,7,17,25,41,7,22,11,11
g361031224041,68,25,49,83,31,8,17,11,9,11,68,73,8,32,11,11,11,11,11,307,253,89,223,43,68,89,65,11,46,24,11,71,11,11,11,11,16,11,11,11,21,11,11,11,11,11,11,17,8,10,50,82,39,16,11,11,307,148,96,27,11,50,10,297,68,17,66,52,58,36,39,40,48,11,11,11,11
g361031224042,72,20,26,71,31,35,11,33,11,11,72,72,8,18,11,11,11,11,11,275,256,58,173,11,72,72,57,22,24,11,11,73,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,50,66,54,17,11,11,275,24,26,11,7,145,12,270,72,26,57,55,34,22,33,11,36,11,11,11,11
g361031224051,60,18,53,66,61,40,12,53,18,11,60,60,14,11,11,11,11,11,11,332,118,314,167,54,64,79,62,16,30,42,11,78,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,38,71,62,26,10,11,331,106,127,85,125,103,44,369,64,31,69,60,22,28,22,44,51,24,17,11,11
g361031224052,52,13,11,9,52,39,18,13,11,11,52,53,11,11,11,11,11,11,11,234,118,207,11,70,53,52,12,11,25,12,11,53,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,7,30,31,43,23,11,234,11,18,11,44,16,11,241,53,34,38,33,21,14,21,11,11,11,11,11,11
g361031224061,108,39,53,68,80,31,11,11,23,36,108,106,15,11,11,11,11,11,41,530,115,470,308,11,108,72,93,11,36,34,11,87,11,11,11,11,11,11,11,11,11,11,11,11,11,30,11,58,29,39,33,48,11,17,11,11,530,11,229,11,194,51,11,452,108,39,51,36,52,11,44,45,50,35,11,11,11
